Title,Category,Questions Average BLEU,Options Average BLEU
Why do we hiccup? - John Cameron,Science & Technology,0.812638343,0.406808794
Harry Potter and the translator's nightmare,Literature & Language,0.711698294,0.554118766
What causes constipation? - Heba Shaheed,Health,0.774482339,0.31419274
How do hard drives work? - Kanawat Senanan,"Design, Engineering & Technology",0.712894112,0.386214924
The neuroscience of imagination - Andrey Vyshedskiy,Psychology,0.72103507,0.375714739
Can you solve the frog riddle? - Derek Abbott,Psychology,0.685106058,0.825324244
The World's Roundest Object (and Why it Exists),"Design, Engineering & Technology",0,0
How a TV works in slow motion,Science & Technology,0,0
How transistors work - Gokul J. Krishnan,"Design, Engineering & Technology",0.737887781,0.473848639
The science of static electricity - Anuradha Bhagwat,Science & Technology,0.707480415,0.165697324
Why a total solar eclipse is such a big deal,Science & Technology,0.773248929,0.283502505
What is the universe expanding into? - Sajan Saini,Science & Technology,0.717658763,0.283936395
The science of milk - Jonathan J. O'Sullivan,Nutrition,0.729868107,1
The math behind Michael Jordan's legendary hang time - Andy Peterson and Zack Patterson,Mathematics,0.695773576,0.340385257
Can you solve the giant cat army riddle? - Dan Finkel,Mathematics,0.705714746,0.842368243
How much of human history is on the bottom of the ocean? - Peter Campbell,Geography,0.749028147,0.261646272
The impostor syndrome,Psychology,0.743150824,0.5285632
Why do animals have such different lifespans? - Joao Pedro de Magalhaes,Life Sciences,0.713585246,0.467047438
4 Logical Paradoxes,Philosophy,0.75671713,0.440672708
How computers translate human language - Ioannis Papachimonas,"Design, Engineering & Technology",0.717068686,0.25905165
How does your body know what time it is? - Marco A. Sotomayor,Life Sciences,0.652239784,0.526901878
What really matters at the end of life | BJ Miller,Health,0,0
Why the metric system matters - Matt Anticole,Measurement,0.698139784,0.485337809
Why do cats act so weird? - Tony Buffington,Nature of Science,0.69253303,0.39190646
Aphasia: The disorder that makes you lose your words - Susan Wortman-Jutt,Medical Conditions,0.788343431,0.375385683
How menstruation works - Emma Bryce,Health,0.635415078,0.681134133
Did ancient Troy really exist? - Einav Zamir Dembin,Social Psychology,0.721046094,0.43867234
The Psychology of Listicles,Psychology,0.71114615,0.88124412
What causes bad breath? - Mel Rosenberg,Health,0.730038622,0.688988709
Will the ocean ever run out of fish? - Ayana Elizabeth Johnson and Jennifer Jacquet,Environmental Science,0.716892913,1
Can you solve the egg drop riddle? - Yossi Elran,Mathematics,0.677603071,0.965811388
Are Deodorants Bad For You?,Health,0.733637289,0.340129387
Are Boys Smarter Than Girls?,Thinking & Learning,0.612291362,0.286430569
"Why is Vermeer's ""Girl with the Pearl Earring"" considered a masterpiece? - James Earle",Visual Arts,0.698499265,0.315187934
The oldest living things in the world,Literature & Language,0.6992545,0.481354281
The pleasure of poetic pattern - David Silverstein,Literature & Language,0.74576792,0.409064452
Friendship & vulnerability,Psychology,0.663388304,0.585103925
Can you solve the buried treasure riddle? - Daniel Griller,Mathematics,0.708012321,0.867780982
The incredible collaboration behind the International Space Station - Tien Nguyen,"Design, Engineering & Technology",0.746281557,0.654192902
What's the big deal with gluten? - William D. Chey,Health,0.793058067,0.602148453
How many verb tenses are there in English? - Anna Ananichuk,Writing/Composition,0.778050905,0.643059464
How do geckos defy gravity? - Eleanor Nelsen,Science & Technology,0.707585447,0.405439854
Why is being scared so fun? - Margee Kerr,Psychology,0.753432484,0.395321445
How to make your writing suspenseful - Victoria Smith,Writing/Composition,0.718387923,0.43241809
The mathematics of sidewalk illusions - Fumiko Futamura,Visual Arts,0.788557739,0.370190624
What's the ultimate campfire fuel?,Physical Science,0.730109315,0.732067115
Can you solve the virus riddle? - Lisa Winer,Problem Solving,0.705065178,0.902736368
Is there a reproducibility crisis in science? - Matt Anticole,Science & Technology,0.717999187,0.311476675
Time: the history & future of everything,Science & Technology,0.700289246,0.356293754
Why the ocean is getting louder,Science & Technology,0.661871259,0.225809623
The surprising link between stress and memory - Elizabeth Cox,Literature & Language,0.765637323,0.41130147
When is water safe to drink? - Mia Nacamulli,Health,0.733415243,0.273369042
Want to survive a hurricane? Think like a tree...,"Design, Engineering & Technology",0.701110725,0.46232618
The Most Radioactive Places on Earth,Health,0.739670121,0.585290456
The psychology of narcissism - W. Keith Campbell,Health,0.675443548,0.278967171
Can you solve the control room riddle? - Dennis Shasha,Mathematics,0.719324353,0.621021813
What can you learn from ancient poop?,Science & Technology,0.706384428,0.59058786
The surprising (and invisible) signatures of sea creatures - Kakani Katija,Earth and Space Science,0.72822486,0.452950628
Cannibalism in the animal kingdom - Bill Schutt,Life Sciences,0.735184758,0.297760321
Stroke of insight - Jill Bolte Taylor,Medical Conditions,0,0
A curable condition that causes blindness - Andrew Bastawrous,Health,0.704303221,1
Where does the smell of rain come from?,Science & Technology,0.712971844,0.330290062
The real history of Cinco de Mayo,Social Studies,0.750425644,0.330376873
"Solid, liquid, gas and ?€? plasma? - Michael Murillo",Science & Technology,0.828426836,0.758764915
Does my dog know what I'm thinking?,"Consciousness, Sensation and Perception",0.758619467,0.415297782
How your muscular system works - Emma Bryce,Life Sciences,0.736132431,0.302668831
How Different Diseases Make You Smell,Health,0.711953525,0.665780462
The ferocious predatory dinosaurs of Cretaceous Sahara - Nizar Ibrahim,Life Sciences,0.659321737,0.579127749
Are You A Classical Or Romantic Voter?,Civics,0.693049142,0.487232225
Mammoths vs. Mastodons: what's the criteria for de-extinction?,Science & Technology,0.701781896,0.826661699
Dr. Sally Ride on Dumb Questions,Social Studies,0.790904621,0.362220845
The backwards brain bicycle: un-doing understanding,Thinking & Learning,0,0
Can you solve the airplane riddle? - Judd A. Schorr,Mathematics,0.732086261,0.489128261
"Why should you read ""One Hundred Years of Solitude""? - Francisco Diez-Buzo",Mathematics,0.739693572,0.958603602
How Magellan circumnavigated the globe - Ewandro Magalhaes,History,0.73373282,0.353360116
The controversial origins of the Encyclopedia - Addison Anderson,Writing/Composition,0.707448935,0.174386822
Why is the very hungry caterpillar so dang hungry?,Science & Technology,0.752027478,0.463809777
How to build a dark matter detector - Jenna Saffin,Science & Technology,0.737096049,0.553743973
What happens during a stroke? - Vaibhav Goswami,Health,0.706914414,0.374703409
Who's Creating Your Digital Dossier?,"Design, Engineering & Technology",0.772915927,0.384694672
The missing plague that could have changed history,History,0,0
"Teach girls bravery, not perfection",Teaching & Education,0,0
"Why should you read James Joyce's ""Ulysses""? - Sam Slote",Literature,0.727086427,0
A day in the life of an ancient Athenian - Robert Garland,History,0.717139898,0.549414195
Why do people have seasonal allergies? - Eleanor Nelsen,Health,0.758855204,0.506433128
Why is it so hard to cure ALS? - Fernando Vieira,Health,0.746136051,0.310272394
The surprising reason you feel awful when you're sick - Marco A. Sotomayor,Growth & Development,0.709098834,0.36465695
Can you solve the Leonardo da Vinci riddle? - Tanya Khovanova,Social Studies,0.736570752,0.971653131
History vs. Augustus - Alex Gendler and Peta Greenfield,Social Studies,0.763070493,0.692270995
Why don't perpetual motion machines ever work? - Netta Schramm,Engineering,0.760573671,0.531350725
The science of skin color - Angela Koine Flynn,Health,0.711983362,0.310079339
The chemistry of skunk spray,Science & Technology,0.751712901,0.736387334
How a few scientists transformed the way we think about disease - Tien Nguyen,Science & Technology,0.725470015,0.384898904
Ralph Waldo Emerson and the Beauty of the Everyday,Philosophy,0,0
How memories form and how we lose them - Catharine Young,Thinking & Learning,0.734983284,0.426986387
The Sun's surprising movement across the sky - Gordon Williamson,Science & Technology,0.763082929,0.396004399
Will we ever be able to teleport? - Sajan Saini,Physical Science,0.73108904,0.366942231
Will future spacecraft fit in our pockets? - Dhonam Pemba,Earth and Space Science,0.738238534,0.407752534
Where babies in movies come from,The Arts,0.66530047,0.545457203
Private school vs public school - how do the students compare?,Teaching & Education,0,0
Which is stronger: Glue or tape? - Elizabeth Cox,Science & Technology,0.759481754,0.537166805
3 Planets That Shouldn't Exist,Earth and Space Science,0.735553334,0.212602949
What are you?,Science & Technology,0.677407666,0.631781895
Should you trust unanimous decisions? - Derek Abbott,Data Analysis & Probability,0.641516267,1
What in the world is topological quantum matter? - Fan Zhang,Physical Science,0.829190746,0.52712588
How Progressivism Happened,Social Studies,0.716536665,0.531780837
Why is NASA sending a spacecraft to a metal world? - Linda T. Elkins-Tanton,Science & Technology,0.777533431,0.375940164
When to use apostrophes - Laura McClure,Literature & Language,0.750527942,0.464405883
"Why is Aristophanes called ""The Father of Comedy""? - Mark Robinson",Psychology,0.706290861,0.355745922
How to speak so that people want to listen,Science & Technology,0,0
What happens to our bodies after we die? - Farnaz Khatibi Jafari,Sociology,0.700496421,1
5 life hacks based on science,Thinking & Learning,0.716990338,0.462209843
Honey: bacteria's worst enemy,Health,0.745982357,0.435619506
How do touchscreens work?,"Design, Engineering & Technology",0.684427589,0.528934587
How bird vomit helps us understand history,Technology,0,0
The otherworldly creatures in the ocean's deepest depths - Lidia Lins,Physical Science,0.712024805,0.468423183
Can you find the next number in this sequence? - Alex Gendler,Mathematics,0.735852346,0.413655321
Why do women have periods?,Health,0.758434931,0.448748603
Why do dogs have floppy ears?,Literature & Language,0.709165374,0.770541014
The strongest predictor of how long you'll live,Psychology,0,0
The real story behind Archimedes' Eureka! - Armand D'Angour,Macroeconomics,0.722256335,0.598054103
NASA vs. SpaceX - what's the difference?,"Design, Engineering & Technology",0,0
How architecture can create dignity for all,"Design, Engineering & Technology",0,0
"Why should you read Virgil's ""Aeneid""? - Mark Robinson",Literature,0.717478013,0.471993727
"Who were the Vestal Virgins, and what was their job? - Peta Greenfield",History,0.7671508,0.549822653
Growth Mindset vs Fixed Mindset: An Introduction,Thinking & Learning,0.683243946,0.279369853
How batteries work - Adam Jacobson,Science & Technology,0.718494981,0.318604209
Can we survive the sun's death?,Science & Technology,0.697498308,0.401578168
Can machines read your emotions? - Kostas Karpouzis,Mathematics,0.724613135,0.329436929
Are naked mole rats the strangest mammals? - Thomas Park,Science & Technology,0.698502794,0.473690243
What is a vector? - David Huynh,Measurement,0.806430123,0.413005543
What's so great about the Great Lakes? - Cheri Dobbs and Jennifer Gabrys,Environmental Science,0.771068905,0.685100452
How does fracking work? - Mia Nacamulli,"Design, Engineering & Technology",0.733083853,0.300066039
"Meet the tardigrade, the toughest animal on Earth - Thomas Boothby",Life Sciences,0.72305425,0.359572834
"Why should you read ""The Handmaid's Tale""? - Naomi R. Mercer",Health,0.707016274,0.215800063
Ugly History: The 1937 Haitian Massacre - Edward Paulino,Social Studies,0.749685524,0.582685736
Learning from smallpox: How to eradicate a disease - Julie Garon and Walter A. Orenstein,Science & Technology,0.71858923,0.596302777
Is it bad to hold your pee? - Heba Shaheed,Health,0.739912863,0.25776794
How Does it Grow? Potatoes,Environmental Science,0.766507618,0.560259237
Zen k??ans: unsolvable enigmas designed to break your brain - Puqun Li,Teaching & Education,0.729978751,0.234226522
Three Ways to Destroy the Universe,Earth and Space Science,0.765049926,0.54729028
How did Polynesian wayfinders navigate the Pacific Ocean? - Alan Tamayose and Shantell De Silva,History,0.734168464,0.51380123
Why can't you divide by zero?,Mathematics,0.723293424,0.671664714
What is Minimalist Art And Why Does it Matter?,The Arts,0.732905485,0.379572701
The world's most mysterious book - Stephen Bax,Literature & Language,0.740321687,0.560953845
Winning at Rock Paper Scissors,Information Literacy,0.692724832,0.64616948
Vatican City Explained,Philosophy & Religion,0.724601085,0.560314079
Are there dead wasps in figs?,Earth and Space Science,0.762230691,0.367657166
Teach every child about food - Jamie Oliver,Business & Economics,0,0
Why don't poisonous animals poison themselves? - Rebecca D. Tarvin,Science & Technology,0.707664515,0.324443022
Overpopulation ?€? the human explosion explained,Social Studies,0.738432866,0.424510537
5 Weird Involuntary Reflexes Explained!,Biological Bases of Behavior,0.727101438,0.433883991
How quickly do you judge a face?,Psychology,0.69986518,0.532961286
Inside the minds of animals - Bryan B Rasmussen,Psychology,0.7200226,0.30143988
Why does your cat's tongue feel like sandpaper?,Science & Technology,0.818240743,0.391581684
Can you solve the dark coin riddle? - Lisa Winer,Mathematics,0.706345498,1
Can you solve the passcode riddle? - Ganesh Pai,Numbers & Operations,0.768881773,1
How brain parasites change their host's behavior - Jaap de Roode,Health,0.7123774,0.111045145
What is dust made of? - Michael Marder,Science & Technology,0.760130769,0.136670004
How to make your writing funnier - Cheri Steinkellner,Literature & Language,0.675914388,0.633411549
How does the Nobel Peace Prize work? - Adeline Cuvelier and Toril Rokseth,Civics,0.765004244,0.405578307
Debunking the myths of OCD - Natascha M. Santos,Health,0.779566386,0.434776961
The first asteroid ever discovered - Carrie Nugent,Earth and Space Science,0.711330522,0.471954075
Proof of Evolution That You Can Find on Your Body,Science & Technology,0.784959763,0.220271537
The death of bees explained,Science & Technology,0.695719748,1
Your body's real age,Life Sciences,0.727321273,0.616542795
The treadmill's dark and twisted past - Conor Heffernan,Health,0.712286467,0.612099469
What makes things cool?,Design,0.742085074,0.478492075
What's the fastest way to alphabetize your bookshelf? - Chand John,Performing Arts,0.834939536,0.372303213
How fast can we go?,Health,0,0
What really happened to the Library of Alexandria? - Elizabeth Cox,Health,0.71328767,0.370383315
Rhythm in a box: The story of the cajon drum - Paul Jennings,The Arts,0.730463577,0.637962619
How to master your sense of smell - Alexandra Horowitz,Life Sciences,0.717135845,0.327463234
The myth of Oisin and the land of eternal youth - Iseult Gillespie,Literature & Language,0.754563402,0.595909623
Where did Russia come from? - Alex Gendler,Social Studies,0.73166277,0.369090021
The myth of Icarus and Daedalus - Amy Adkins,Area Studies,0.77920744,0.529752866
How North America got its shape - Peter J. Haproff,Geography,0.774014629,0.597010454
How fan films shaped The Lego Movie,"Design, Engineering & Technology",0.69180937,0.949623953
Could we survive prolonged space travel? - Lisa Nip,Earth and Space Science,0.690857171,0.456946168
A brief history of goths - Dan Adams,History,0.688395226,0.532430663
Can you solve the Mondrian squares riddle? - Gord Hamilton,Mathematics,0.664991112,1
The complex geometry of Islamic design - Eric Broug,Design,0.6984814,0.329234863
The weird and wonderful metamorphosis of the butterfly - Franziska Bauer,Science & Technology,0.706515114,0.677849742
Why the octopus brain is so extraordinary - Cl??udio L. Guerra,Science & Technology,0.743943444,0.331456883
What happens when your DNA is damaged? - Monica Menesini,Science & Technology,0.751611995,0.499391322
What causes nosebleeds?,Health,0.727576341,0.593509428
Explore cave paintings in this 360 degree animated cave - Iseult Gillespie,Anthropology,0.686104276,0.494324638
You won't believe your eyes,Science & Technology,0,0
The Philosophy of The Buddha,Philosophy & Religion,0.755116469,0.51865989
What are Meteors?,Earth and Space Science,0,0
A baffling balloon behavior,Mathematics,0.649154125,0.599785902
How we think complex cells evolved - Adam Jacobson,Science & Technology,0.789764098,0.212874911
How do drugs affect the brain? - Sara Garofalo,Life Sciences,0.724553702,0.333818668
Why do some people hate cilantro?,Science & Technology,0.73137233,0.220548213
Where do superstitions come from? - Stuart Vyse,Social Psychology,0.764630892,0.475648523
Can you solve the prisoner boxes riddle? - Yossi Elran,Mathematics,0.846427451,0.922916104
How smart are orangutans? - Lu Gao,Environmental Science,0.734252935,0.178980978
Sunlight is way older than you think - Sten Odenwald,Science & Technology,0.674581162,0.600706476
How exposing anonymous companies could cut down on crime - Global Witness,Business & Economics,0.718376436,0.312918568
How cars went from boxy to curvy,"Design, Engineering & Technology",0.693351933,0.326566012
What are mini brains? - Madeline Lancaster,Science & Technology,0.754829196,0.354562923
The race to sequence the human genome - Tien Nguyen,Science & Technology,0.731830805,0.244611723
What triggers a chemical reaction? - Kareem Jarrah,Science & Technology,0.720642899,0.329064689
What is obesity? - Mia Nacamulli,Health,0.698518828,0.28272486
How do glasses help us see? - Andrew Bastawrous and Clare Gilbert,Health,0.758620201,0.823481655
History vs. Richard Nixon - Alex Gendler,Social Studies,0,0
Why can't we just print money to pay off debt?,Global Economics,0,0
"The secrets of Mozart's ""Magic Flute"" - Joshua Borths",Critical Thinking,0.729564671,0.493350216
Can you solve the seven planets riddle? - Edwin F. Meyer,Thinking & Learning,0.703046272,0.921154345
Freedom to Change,Social Studies,0,0
Can you solve the wizard standoff riddle? - Daniel Finkel,Mathematics,0.623234083,0.125015207
What do food expiration dates actually mean?,Life Sciences,0.72917711,0.467832313
How does your body process medicine? - C??line Val??ry,Consumer Health,0.728806029,0.454197585
The origin of countless conspiracy theories - PatrickJMT,Mathematics,0.801898513,0.321905481
"Can you solve ""Einstein's Riddle""? - Dan Van der Vieren",Thinking & Learning,0.702088345,0.0158518
Are Good Looking People Jerks?,Philosophy & Religion,0.714459583,0.313787594
Why are fish fish-shaped? - Lauren Sallan,Science & Technology,0.671845272,0.520392951
The wars that inspired Game of Thrones - Alex Gendler,Social Studies,0.732819862,0.310012352
Could we cure aging during your lifetime?,Health,0.709863329,0.427015479
Can you solve the fish riddle? - Steve Wyborney,Problem Solving,0.726500065,0.600000056
Why is it so hard to cure cancer? - Kyuson Yun,Medical Conditions,0.76554734,0.319217315
Where does gold come from? - David Lunney,Science & Technology,0.725400486,0.465384568
Why do I have to use a number 2 pencil?,"Design, Engineering & Technology",0.661462279,0.970273072
Why I'm stepping aside and passing the mic to students | Ashley Kolaya | TEDxYouth@Bath,Social Studies,0,0
Meet The Frog That Barfs Up Its Babies,Environmental Science,0.720042892,0.282533497
Could a blind eye regenerate? - David Davila,"Design, Engineering & Technology",0.689328371,0.606689325
The science of the Game of Thrones,Environmental Science,0,0
The mathematical secrets of Pascal's triangle - Wajdi Mohamed Ratemi,Mathematics,0.741419546,1
The history of museums - J. V. Maranto,Social Studies,0.798034266,0.520681144
Could human civilization spread across the whole galaxy? - Roey Tzezana,Earth and Space Science,0.688130144,0.415015896
Who was Voltaire?,Health,0,0
Jean-Paul Sartre and Existentialism,Philosophy & Religion,0.791927406,0.682154805
Why are we ticklish?,Health,0.686134168,0.579652187
The surprising reasons animals play dead - Tierney Thys,Science & Technology,0.664680709,0.330117759
Music and emotion through time - Michael Tilson Thomas,Performing Arts,0,0
Is DNA the future of data storage? - Leo Bear-McGuinness,Life Sciences,0.737349845,0.627263467
Jimmy Carter: Why I believe the mistreatment of women is the number one human rights abuse,"Design, Engineering & Technology",0,0
"Does ""The Wonderful Wizard of Oz"" have a hidden message? - David B. Parker",History,0.687368531,0.291916144
How Does it Grow? Apples,Environmental Science,0.720675213,0.222470153
Is our climate headed for a mathematical tipping point? - Victor J. Donnay,Mathematics,0.631964933,0.95698458
How spontaneous brain activity keeps you alive - Nathan S. Jacobs,Health,0.740575174,0.367615301
How much of what you see is a hallucination? - Elizabeth Cox,Health,0.674513579,0.410508601
The psychology behind irrational decisions - Sara Garofalo,Psychology,0.704454227,0.719495799
How old are your ears? (hearing test),Health,0.701243379,0.612920603
What is entropy? - Jeff Phillips,Physical Science,0.733392764,0.313065702
FOG: Clearing up the confusion,Science & Technology,0.729375059,0.485384582
How do schools of fish swim in harmony? - Nathan S. Jacobs,Science & Technology,0.69244783,0.558948402
Why are some people left-handed? - Daniel M. Abrams,Growth & Development,0.707113694,0.591712944
How in vitro fertilization (IVF) works - Nassim Assefi and Brian A. Levine,"Design, Engineering & Technology",0.7138296,0.418133292
The history of African-American social dance - Camille A. Brown,Performing Arts,0.803986771,0.455538503
Building a dinosaur from a chicken - Jack Horner,Life Sciences,0,0
What causes headaches? - Dan Kwartler,Health,0.757115677,0.319027231
What if you never forgot anything?,Health,0,0
Are ghost ships real? - Peter B. Campbell,History,0.735623368,0.353666908
How do germs spread (and why do they make us sick)? - Yannay Khaikin and Nicole Mideo,Health,0.686464246,0.60678389
How do vaccines work? - Kelwalin Dhanasarnsombut,Health,0.751212594,0.612457709
Who's at risk for colon cancer? - Amit H. Sachdev and Frank G. Gress,Health,0.747882001,0.581660934
What is epigenetics? - Carlos Guerrero-Bosagna,Life Sciences,0.697735023,0.186440811
Check your intuition: The birthday problem - David Knuffke,Data Analysis & Probability,0.714862616,0.798487524
Can you solve the locker riddle? - Lisa Winer,Data Analysis & Probability,0.747866772,0.740933821
How can countries measure the well-being of their citizens?,Social Studies,0.709201855,0.441386474
Yttrium - Periodic Table Videos,Physical Science,0.764525461,0.620861075
What can we learn from insect cribs?,Environmental Science,0.733001811,0
Rutherfordium - Periodic Table of Videos,Physical Science,0.741873645,0.3732381
What does income inequality mean to Americans?,Business & Economics,0.697778383,0.644067844
Einstein's Theory of General Relativity,Physical Science,0.718686506,0.321728264
Carl Sagan on the Existence of Extraterrestrials,Earth and Space Science,0.734382987,0.263689217
Why should you read Virginia Woolf? - Iseult Gillespie,Literature,0.701674899,0.44934627
How misused modifiers can hurt your writing,Literature & Language,0.828055668,0.315913839
What is leukemia? - Danilo Allegra and Dania Puggioni,Health,0.734807143,0.438296196
It's a church. It's a mosque. It's Hagia Sophia. - Kelly Wall,Social Studies,0.766668511,0.221159443
The evolution of the human eye - Joshua Harvey,Life Sciences,0.71562763,0.542037019
How to manage your time more effectively (according to machines) - Brian Christian,Thinking & Learning,0.685142252,0.261907951
Silicon - Periodic Table of Videos,Physical Science,0.782137186,0.550166028
The invisible motion of still objects - Ran Tivony,Science & Technology,0.735226755,1
3 tips to boost your confidence - TED-Ed,Psychology,0.799698894,0.151707079
Lawrencium - Periodic Table of Videos,Physical Science,0.830922689,0.664132692
What is the biggest single-celled organism? - Murry Gans,Life Sciences,0.709799387,1
"How do dogs ""see"" with their noses? - Alexandra Horowitz",Biological Bases of Behavior,0.772319972,0.462854678
Cadmium - Periodic Table of Videos,Physical Science,0.789626313,0.59123477
Einstein's brilliant mistake: Entangled states - Chad Orzel,Science & Technology,0.739714754,0.275638565
How did clouds get their names? - Richard Hamblyn,Thinking & Learning,0.734618596,0.608677402
How to track a tornado - Karen Kosiba,Earth and Space Science,0.70100559,0.33500119
Underwater Explosions (Science with Alan Sailer!),Science & Technology,0.735045433,0.450113019
Dubnium - Periodic Table of Videos,Physical Science,0.724196801,0.416316885
Dead stuff: The secret ingredient in our food chain - John C. Moore,Life Sciences,0.750375615,0.948110838
How aspirin was discovered - Krishna Sudhir,Life Sciences,0.708011859,0.596112137
Why do we pass gas? - Purna Kashyap,Health,0.778018441,0.508990545
This Video Will Make You Angry,Information Literacy,0.694027637,0.573086623
Rhenium - Periodic Table of Videos,Physical Science,0.757146078,0.453899186
Inside the ant colony - Deborah M. Gordon,Life Sciences,0.749364385,0.470699682
Why do animals form swarms? - Maria R. D'Orsogna,Science & Technology,0.752609187,0.468827591
Why neutrinos matter - Silvia Bravo Gallart,Science & Technology,0.78266832,0.841807049
Chromium - Periodic Table of Videos,Physical Science,0.771123359,0.394974435
Iridium - Periodic Table of Videos,Physical Science,0.75258765,0.556397365
Can you solve the pirate riddle? - Alex Gendler,Critical Thinking,0.717364345,0.52197118
Making a car for blind drivers - Dennis Hong,"Design, Engineering & Technology",0.703365919,0.341680004
What is Alzheimer's disease? - Ivan Seah Yu Jun,Life Sciences,0.727158956,0.518846669
Kant's Axe,Philosophy & Religion,0.713919199,0.313186119
Schr??dinger's cat: A thought experiment in quantum mechanics - Chad Orzel,Science & Technology,0.713955584,0.251128924
Silver - Periodic Table of Videos,Physical Science,0,0
How does your smartphone know your location? - Wilton L. Virgo,"Design, Engineering & Technology",0.726610546,0.540460612
5 Things You May Not Have Known About Houdini,Social Studies,0.782289149,0.384399704
Where the Sidewalk Ends (LEGO Sculpture),Literature & Language,0.746105372,0.630309298
Tungsten - Periodic Table of Videos,Physical Science,0.693864315,0.608149259
Takaharu Tezuka: The best kindergarten you've ever seen,Teaching & Education,0.710917978,0.336418433
The history of marriage - Alex Gendler,Social Studies,0.697514176,0.390298399
Fractals and the art of roughness - Benoit Mandelbrot,Science & Technology,0,0
Berkelium - Periodic Table of Videos,Physical Science,0.793734967,0.647461038
The case of the vanishing honeybees - Emma Bryce,Life Sciences,0.695537355,1
Could a Saturn moon harbor life? - Carolyn Porco,Earth and Space Science,0.704666155,0.560086283
Einstein's miracle year - Larry Lagerstrom,Technology,0.761014196,0.336744089
Nitrogen - Periodic Table of Videos,Physical Science,0.738531351,0.341816207
"Corruption, wealth and beauty: The history of the Venetian gondola - Laura Morelli",Social Studies,0.71602273,0.372025036
How a 15-year-old solved a Rubik's Cube in 5.25 seconds,Mathematics,0.692147695,0.878304062
"Why should you read Tolstoy's ""War and Peace""? - Brendan Pelsue",Literature,0.702380314,0.333938521
The family structure of elephants - Caitlin O'Connell-Rodwell,Life Sciences,0.681042167,0.735851194
Palladium (new) - Periodic Table of Videos,Physical Science,0.753058184,0.323044494
How heavy is air? - Dan Quinn,Science & Technology,0.768622313,0.349906836
"Why is Herodotus called ""The Father of History""? - Mark Robinson",Social Studies,0.733682609,0.519048051
"Silk, the ancient material of the future - Fiorenzo Omenetto","Design, Engineering & Technology",0,0
Ununtrium - Periodic Table of Videos,Physical Science,0.719483255,0.344495122
How do pregnancy tests work? - Tien Nguyen,"Design, Engineering & Technology",0.709488349,0.269067304
Seaborgium - Periodic Table of Videos,Physical Science,0.755051496,0.833182222
Tantalum - Periodic Table of Videos,Physical Science,0.743070017,0.404266249
"The physics of the ""hardest move"" in ballet - Arleen Sugano",Performing Arts,0.689967554,0.488340396
History vs. Christopher Columbus - Alex Gendler,Social Studies,0.780868688,0.321484103
Why is yawning contagious? - Claudia Aguirre,Life Sciences,0.765418149,0.358399169
Could your brain repair itself? - Ralitsa Petrova,Science & Technology,0.702400873,0.593410889
How much food can you buy for $5 around the world?,Global Economics,0.709539065,0.417929814
Argon - Periodic Table of Videos,Physical Science,0.716808708,0.547060714
What is a gift economy? - Alex Gendler,Global Economics,0.727317051,0.248220568
What percentage of your brain do you use? - Richard E. Cytowic,Life Sciences,0.722335298,0.143764469
Thulium - Periodic Table of Videos,Physical Science,0.747477458,0.93917623
"Beware online ""filter bubbles"" - Eli Pariser",Media and Journalism,0.727254708,0.368821933
Americium - Periodic Table of Videos,Physical Science,0.741184779,0.311593511
What's the difference between a scientific law and theory? - Matt Anticole,Thinking & Learning,0.723156187,0.211428864
The evolution of animal genitalia - Menno Schilthuizen,Life Sciences,0.721791819,0.305551762
Why the Arctic is climate change's canary in the coal mine - William Chapman,Science & Technology,0.734195621,0.263160265
Ununpentium - Periodic Table of Videos,Physical Science,0.687955122,0.636891046
Niobium - Periodic Table of Videos,Physical Science,0.745236546,0.345612229
How to speak monkey: The language of cotton-top tamarins - Anne Savage,Life Sciences,0.731155602,0.375743568
How to visualize one part per million - Kim Preshoff + The TED-Ed Community,Numbers & Operations,0.714789212,0.893084358
The networked beauty of forests - Suzanne Simard,Life Sciences,0.715748359,0.501229832
The Story of Cholera,Public Health,0.745853043,0.369386024
Why do rivers curve?,Environmental Science,0.683016367,0.47156354
Was Leonardo da Vinci dyslexic?,Psychology,0.699860647,0.408342699
"Light seconds, light years, light centuries: How to measure extreme distances - Yuan-Sen Ting",Science & Technology,0.851350195,0.35587602
Erbium - Periodic Table of Videos,Physical Science,0.723247552,0.509274192
What if the Earth stopped spinning?,Earth and Space Science,0.754643923,0.265551579
The deadly irony of gunpowder - Eric Rosado,Physical Science,0.728690296,0.395666881
Thorium - Periodic Table of Videos,Physical Science,0.733993415,0.383382264
Potassium - Periodic Table of Videos,Physical Science,0.758323747,0.509018183
The Eisenhower matrix: understanding task management,Thinking & Learning,0.661240212,0.509095807
What are trees made of?,Science & Technology,0.724379889,0.581078309
Why are bad words bad?,Linguistics,0,0
How Does it Grow? Cauliflower,Science & Technology,0.728742969,0.644060953
Nobelium - Periodic Table of Videos,Physical Science,0.798868596,0.385408872
Want to be an activist? Start with your toys - McKenna Pope,Design,0.768381187,0.888745538
Fluorine - Periodic Table of Videos,Physical Science,0.698163713,0.364152171
Bohrium - Periodic Table of Videos,Physical Science,0.701579772,1
Mysteries of vernacular: Sarcophagus - Jessica Oreck and Rachael Teel,Linguistics,0.680378671,0.578435573
Would you opt for a life with no pain? - Hayley Levitt and Bethany Rickwald,Philosophy,0.694815912,0.514632838
Ruthenium - Periodic Table of Videos,Physical Science,0.759472591,0.615832637
