title,category,average-bleu,average-rouge,average-bert-score,average-cosine-similarity
The rise and fall of the Mongol Empire - Anne F. Broadbridge,History,0.730773507,0.180789145,0.503235028,0.390440246
A glimpse of teenage life in ancient Rome - Ray Laurence,History,0.745300778,0.076248308,0.411101989,0.189418949
"Light waves, visible and invisible",History,0.685116114,0.075026582,0.414214017,0.326371063
The rise and fall of the Kingdom of Man - Andrew McDonald,History,0.71582226,0.119311818,0.423471474,0.319147935
A day in the life of a Cossack warrior - Alex Gendler,History,0.628909681,0.145335257,0.453613752,0.285473497
Four sisters in Ancient Rome - Ray Laurence,History,0.742818053,0.107017797,0.41798637,0.260464847
History vs. Henry VIII - Mark Robinson and Alex Gendler,History,0.684928783,0.142034357,0.458201989,0.292103497
"History's ""worst"" nun - Theresa A. Yugar",History,0.650358181,0.116421242,0.413022093,0.292648569
The story behind the Boston Tea Party - Ben Labaree,History,0.694891314,0.158079259,0.464777499,0.373047553
Malcolm X biography,History,0.759377158,0.117150104,0.420464373,0.281363195
Why do people fear the wrong things? - Gerd Gigerenzer,History,0.656900925,0.103680322,0.428487539,0.201318045
The city of walls: Constantinople - Lars Brownworth,History,0.680880096,0.140116971,0.425312135,0.356683228
How containerization shaped the modern world - Sir Harold Evans,History,0.760156713,0.09580178,0.419276588,0.172712687
The infamous and ingenious Ho Chi Minh Trail - Cameron Paterson,History,0.701526387,0.136436383,0.43150522,0.297247858
The history of the Cuban Missile Crisis - Matthew A. Jordan,History,0.741137793,0.080639791,0.421242952,0.269318323
How corn conquered the world - Chris A. Kniesly,History,0.673968592,0.110262082,0.445762514,0.353074878
The secret student resistance to Hitler - Iseult Gillespie,History,0.685862244,0.082937145,0.391580847,0.248940921
A day in the life of a Roman soldier - Robert Garland,History,0.6739204,0.080529101,0.429235779,0.272191057
"How one piece of legislation divided a nation - Ben Labaree, Jr.",History,0.726395551,0.142431012,0.40086381,0.370772581
The rise and fall of the Lakota Empire - Pekka H??m??l??inen,History,0.760034189,0.105929487,0.464880465,0.353180856
A brie(f) history of cheese - Paul S. Kindstedt,History,0.658180194,0.062593629,0.356720753,0.262143332
Who built Great Zimbabwe? And why? - Breeanna Elliott,History,0.734136707,0.174214706,0.497301988,0.380305858
?????? B??I????? ?????? PY????MID??,History,0.804848328,0.059424603,0.443993564,0.343802071
Why do we kiss under mistletoe? - Carlos Reif,History,0.698444726,0.09820512,0.426305291,0.332293938
A brief history of goths - Dan Adams,History,0.630355907,0.082835979,0.368163101,0.282873176
The exceptional life of Benjamin Banneker - Rose-Margaret Ekeng-Itua,History,0.69417985,0.101445221,0.378394862,0.283881162
What caused the French Revolution? - Tom Mullaney,History,0.686654914,0.092945164,0.445606726,0.249292728
How did Dracula become the world's most famous vampire? - Stanley Stepanic,History,0.686439201,0.08040667,0.378749143,0.334288101
The complicated history of surfing - Scott Laderman,History,0.753790904,0.085919257,0.426991488,0.378754709
History vs. Vladimir Lenin - Alex Gendler,History,0.650332438,0.12290038,0.434451231,0.296530341
The Making of the American Constitution - Judy Walton,History,0.75320412,0.172190709,0.419197557,0.418482618
"The Cambodian myth of lightning, thunder, and rain - Prumsodun Ok",History,0.679730928,0.083702159,0.422201317,0.229673756
Why wasn't the Bill of Rights originally in the US Constitution? - James Coll,History,0.727697449,0.156236275,0.419019958,0.383248485
How one teenager unearthed baseball's untold history - Cam Perron,History,0.728294246,0.112878788,0.422877123,0.2886551
Jamestown Settlement | Jamestown Colony | Educational story for kids,History,0.772849041,0.255020108,0.57249397,0.451675999
History vs. Cleopatra - Alex Gendler,History,0.726553807,0.153512319,0.471749774,0.441153578
How does money laundering work? - Delena D. Spann,History,0.739216433,0.124305888,0.425328528,0.345814505
The philosophy of Stoicism - Massimo Pigliucci,History,0.652591945,0.073748538,0.406292458,0.242148375
The difference between classical and operant conditioning - Peggy Andover,"History, Approaches and Methods",0.626435742,0.119741521,0.427559026,0.351303856
This Video Will Make You Angry,Information Literacy,0.676327016,0.131182796,0.555762654,0.412328464
Winning at Rock Paper Scissors,Information Literacy,0.616664534,0.102272727,0.433855029,0.3273073
The key to media's hidden codes - Ben Beaton,Information Literacy,0.667880261,0.065239561,0.414920531,0.282547298
How to spot a misleading graph - Lea Gaslowitz,Information Literacy,0.739257672,0.152849645,0.478584938,0.306736807
Your genes are not your fate - Dean Ornish,Life Sciences,0.685765089,0.092775237,0.422713433,0.259554326
Inside the ant colony - Deborah M. Gordon,Life Sciences,0.693050099,0.133545455,0.419128623,0.374138279
How do cancer cells behave differently from healthy ones? - George Zaidan,Life Sciences,0.726301767,0.090650835,0.456746462,0.336801212
Do animals have language? - Michele Bishop,Life Sciences,0.728275742,0.055704545,0.395881905,0.23068842
What percentage of your brain do you use? - Richard E. Cytowic,Life Sciences,0.759186992,0.081158988,0.43671973,0.20852366
Let's talk about sex - John Bohannon and Black Label Movement,Life Sciences,0.629417457,0.16181208,0.465918478,0.324282236
What is Alzheimer's disease? - Ivan Seah Yu Jun,Life Sciences,0.723816681,0.187739644,0.507312895,0.422496883
The survival of the sea turtle - Scott Gass,Life Sciences,0.722241277,0.135858861,0.484896896,0.464077835
How does your body know you're full? - Hilary Coller,Life Sciences,0.728364218,0.080379858,0.485158636,0.320061514
Why do we see illusions? - Mark Changizi,Life Sciences,0.349909576,0.020756495,0.234639302,0.149823315
Is DNA the future of data storage? - Leo Bear-McGuinness,Life Sciences,0.737105605,0.094381427,0.37243214,0.213669236
The case of the vanishing honeybees - Emma Bryce,Life Sciences,0.720785556,0.086159763,0.397437247,0.262132845
How to master your sense of smell - Alexandra Horowitz,Life Sciences,0.702052215,0.087596886,0.392016579,0.421632581
If superpowers were real: Body mass - Joy Lin,Life Sciences,0.639074429,0.069072825,0.401352412,0.178852793
What do food expiration dates actually mean?,Life Sciences,0.71059758,0.099603175,0.440138287,0.305993846
The neurons that shaped civilization - VS Ramachandran,Life Sciences,0.730941498,0.144979431,0.474906611,0.402655711
Why is yawning contagious? - Claudia Aguirre,Life Sciences,0.683798958,0.128027127,0.442714258,0.334342988
I'm Batman - Amy Wray,Life Sciences,0.704011183,0.106312243,0.424243346,0.28691013
How aspirin was discovered - Krishna Sudhir,Life Sciences,0.761501685,0.048688127,0.358262256,0.083598066
Dead stuff: The secret ingredient in our food chain - John C. Moore,Life Sciences,0.783320768,0.067147436,0.428923654,0.178005174
The wacky history of cell theory - Lauren Royal-Woods,Life Sciences,0.646349385,0.085666624,0.397834734,0.267881019
The evolution of the human eye - Joshua Harvey,Life Sciences,0.692207771,0.093638079,0.465077922,0.320624793
"Meet the tardigrade, the toughest animal on Earth - Thomas Boothby",Life Sciences,0.697657609,0.093775991,0.475806431,0.333745685
Why do humans have a third eyelid? - Dorsa Amin,Life Sciences,0.749264838,0.112933961,0.437066243,0.256442181
What is the biggest single-celled organism? - Murry Gans,Life Sciences,0.706345234,0.083485549,0.37273761,0.215381988
How to speak monkey: The language of cotton-top tamarins - Anne Savage,Life Sciences,0.713909585,0.034766238,0.365191541,0.198014235
If superpowers were real: Super strength - Joy Lin,Life Sciences,0.663512695,0.124764308,0.41938242,0.24249738
The networked beauty of forests - Suzanne Simard,Life Sciences,0.674257387,0.066768313,0.376270057,0.222606465
How do drugs affect the brain? - Sara Garofalo,Life Sciences,0.684332791,0.23416681,0.501342638,0.372003734
Five fingers of evolution - Paul Andersen,Life Sciences,0.676114662,0.133514295,0.45715662,0.318371278
The evolution of animal genitalia - Menno Schilthuizen,Life Sciences,0.707419843,0.109103042,0.479138774,0.415209384
The carbon cycle - Nathaniel Manning,Life Sciences,0.734406415,0.062134436,0.413382619,0.357389048
If superpowers were real: Super speed - Joy Lin,Life Sciences,0.662504075,0.082119181,0.399470786,0.178835266
Why do we cry? The three types of tears - Alex Gendler,Life Sciences,0.706459709,0.126821,0.448936829,0.278414861
What is epigenetics? - Carlos Guerrero-Bosagna,Life Sciences,0.693254317,0.09547108,0.44124231,0.375457731
How do pain relievers work? - George Zaidan,Life Sciences,0.733896351,0.091816442,0.456417993,0.277080441
Why are sloths so slow? - Kenny Coogan,Life Sciences,0.739237609,0.131868566,0.474166077,0.394646794
Underwater astonishments - David Gallo,Life Sciences,0.792193394,0.05615942,0.395772871,0.210194933
Oxygen's surprisingly complex journey through your body - Enda Butler,Life Sciences,0.7686333,0.188135955,0.509446589,0.361811527
Your body's real age,Life Sciences,0.833994626,0.116584565,0.473250225,0.393941612
How life begins in the deep ocean - Tierney Thys,Life Sciences,0.7178977,0.074026529,0.449800861,0.260292416
How do scars form? - Sarthak Sinha,Life Sciences,0.709453798,0.115091349,0.464683245,0.217560791
How Does it Grow? Hydroponic Spinach,Life Sciences,0.749967214,0.058823529,0.446526412,0.211279927
The game-changing amniotic egg - April Tucker,Life Sciences,0.657380998,0.120759981,0.385750341,0.260838339
"Got seeds? Now add bleach, acid and sandpaper - Mary Koga",Life Sciences,0.697699965,0.126237817,0.499323434,0.332106245
The three different ways mammals give birth - Kate Slabosky,Life Sciences,0.637679934,0.04243904,0.356587202,0.274652597
How giant sea creatures eat tiny sea creatures - Kelly Benoit-Bird,Life Sciences,0.672473238,0.079627951,0.429628493,0.188759517
The brilliance of bioluminescence - Leslie Kenna,Life Sciences,0.701311915,0.111563773,0.427361358,0.278674611
How do animals experience pain? - Robyn J. Crook,Life Sciences,0.722518747,0.069737762,0.413395735,0.283086646
How to sequence the human genome - Mark J. Kiel,Life Sciences,0.719447322,0.105465196,0.474205841,0.336957937
Disappearing frogs - Kerry M. Kriger,Life Sciences,0.777616506,0.093217707,0.412919572,0.35553523
How bees help plants have sex - Fernanda S. Valdovinos,Life Sciences,0.730721982,0.093265068,0.402114352,0.306745373
How do nerves work? - Elliot Krane,Life Sciences,0.682459178,0.115747927,0.472407137,0.403063539
"Bird migration, a perilous journey - Alyssa Klavans",Life Sciences,0.762151221,0.115147323,0.503710313,0.412262154
"Urbanization and the evolution of cities across 10,000 years - Vance Kite",Life Sciences,0.738210131,0.082728531,0.421297935,0.29048756
Why do fingers become pruney? - Mark Changizi,Life Sciences,0.688231649,0.100028778,0.474307311,0.304742884
The family structure of elephants - Caitlin O'Connell-Rodwell,Life Sciences,0.684696769,0.068071703,0.377309659,0.26956867
The human and the honeybee - Dino Martins,Life Sciences,0.765945123,0.132539683,0.527159162,0.350863821
Cell membranes are way more complicated than you think - Nazzy Pakpour,Life Sciences,0.647884518,0.102251822,0.422206733,0.335800298
Which came first: the chicken or the egg?,Life Sciences,0.594022748,0.149171187,0.423422918,0.318874933
The amazing ways plants defend themselves - Valentin Hammoudi,Life Sciences,0.688919157,0.105838941,0.449163978,0.289207528
The secret lives of baby fish - Amy McDermott,Life Sciences,0.688073423,0.108110007,0.414271851,0.310309801
The science of symmetry - Colm Kelleher,Life Sciences,0.700744154,0.154235066,0.404903774,0.453583483
The life cycle song,Life Sciences,0.743760574,0.249864214,0.538446266,0.517127292
What if we could look inside human brains? - Moran Cerf,Life Sciences,0.71108719,0.118797643,0.434757304,0.311746576
How we see color - Colm Kelleher,Life Sciences,0.726005368,0.090192677,0.450029577,0.287285448
Does stress cause pimples? - Claudia Aguirre,Life Sciences,0.714177077,0.116177134,0.480311234,0.317238025
Sex determination: More complicated than you thought - Aaron Reedy,Life Sciences,0.756068428,0.093027999,0.43431672,0.289116464
The cancer gene we all have - Michael Windelspecht,Life Sciences,0.765051647,0.107303366,0.452990916,0.412513361
Why are blue whales so enormous? - Asha de Vos,Life Sciences,0.762799584,0.206534416,0.498783441,0.484419422
The bug that poops candy - George Zaidan,Life Sciences,0.774262342,0.105173985,0.39870951,0.194591232
Making sense of how life fits together - Bobbi Seleski,Life Sciences,0.732393578,0.176722488,0.445624959,0.396411969
Why do bats carry so many diseases? (like coronavirus),Life Sciences,0.63114969,0.055095918,0.399089199,0.339030614
All of the energy in the universe is... - George Zaidan and Charles Morton,Life Sciences,0.686139963,0.139143323,0.398418158,0.324215258
The surprising cause of stomach ulcers - Rusha Modi,Life Sciences,0.717671203,0.160045475,0.451821305,0.363734876
A simple way to tell insects apart - Anika Hazra,Life Sciences,0.787302514,0.108701299,0.439554258,0.284288238
Why parrots can talk like humans,Life Sciences,0.635712834,0.211722488,0.476125278,0.274140129
You are your microbes - Jessica Green and Karen Guillemin,Life Sciences,0.707609132,0.104900391,0.457521541,0.281602809
How does cancer spread through the body? - Ivan Seah Yu Jun,Life Sciences,0.696354755,0.128264143,0.470827492,0.357014467
Insights into cell membranes via dish detergent - Ethan Perlstein,Life Sciences,0.681251502,0.105875831,0.395771116,0.238862327
Why do we harvest horseshoe crab blood? - Elizabeth Cox,Life Sciences,0.704242691,0.173465141,0.477116463,0.446259026
The coelacanth: A living fossil of a fish - Erin Eastwood,Life Sciences,0.631247273,0.11048825,0.418848024,0.358953625
Why elephants never forget - Alex Gendler,Life Sciences,0.718297176,0.148928893,0.463237035,0.383345524
"RNAi: Slicing, dicing and serving your cells - Alex Dainis",Life Sciences,0.719331465,0.076224163,0.426452506,0.315084315
Why isn't the world covered in poop? - Eleanor Slade and Paul Manning,Life Sciences,0.71517683,0.290509276,0.547366689,0.581896857
What makes tattoos permanent? - Claudia Aguirre,Life Sciences,0.670438227,0.090346261,0.426888565,0.228709929
"Penguins: Popularity, peril and poop - Dyan deNapoli",Life Sciences,0.828102562,0.109375994,0.483486134,0.443180886
How do we smell? - Rose Eveleth,Life Sciences,0.771428668,0.053868003,0.347252018,0.248166475
The science of attraction - Dawn Maslar,Life Sciences,0.699413065,0.057142857,0.394792406,0.170643549
How does your brain respond to pain? - Karen D. Davis,Life Sciences,0.658307611,0.07970741,0.364436712,0.321007522
Symbiosis: A surprising tale of species cooperation - David Gonzales,Life Sciences,0.774000063,0.182273726,0.521551144,0.386853836
Why do cats have vertical pupils? - Emma Bryce,Life Sciences,0.671624851,0.114920635,0.412713827,0.284995265
The mystery of motion sickness - Rose Eveleth,Life Sciences,0.741370653,0.116178769,0.418387564,0.257289756
The twisting tale of DNA - Judith Hauck,Life Sciences,0.72808838,0.119223494,0.438767798,0.36185735
The left brain vs. right brain myth - Elizabeth Waters,Life Sciences,0.683448441,0.147996774,0.42314659,0.286281235
Nature's smallest factory: The Calvin cycle - Cathy Symington,Life Sciences,0.782890657,0.107174277,0.430266009,0.294890116
How your muscular system works - Emma Bryce,Life Sciences,0.6874626,0.157868601,0.446819328,0.352662424
The ferocious predatory dinosaurs of Cretaceous Sahara - Nizar Ibrahim,Life Sciences,0.714359151,0.11148114,0.438233095,0.37529234
How does caffeine keep us awake? - Hanan Qasim,Life Sciences,0.741175151,0.093949353,0.44492759,0.39343711
DNA: The book of you - Joe Hanson,Life Sciences,0.781798812,0.100007607,0.427162188,0.289792137
How life came to land - Tierney Thys,Life Sciences,0.722286305,0.059686147,0.43434661,0.33055148
How Mendel's pea plants helped us understand genetics - Hortensia Jim??nez Diaz,Life Sciences,0.765626166,0.186038374,0.533038053,0.391486915
The physics of human sperm vs. the physics of the sperm whale,Life Sciences,0.726037137,0.072171971,0.425235489,0.28281422
Cannibalism in the animal kingdom - Bill Schutt,Life Sciences,0.745522403,0.064895041,0.398090053,0.314649805
If superpowers were real: Immortality - Joy Lin,Life Sciences,0.663181079,0.115409964,0.500557114,0.42581858
Myths and misconceptions about evolution - Alex Gendler,Life Sciences,0.741955673,0.033069378,0.430006956,0.287416249
Poison vs. venom: What's the difference? - Rose Eveleth,Life Sciences,0.675880523,0.086513474,0.380062718,0.328513205
How to build a fictional world - Kate Messner,Life Sciences,0.685623166,0.113745544,0.415939659,0.235813957
If superpowers were real: Flight - Joy Lin,Life Sciences,0.665023498,0.069596635,0.394060491,0.205404684
"Curiosity, discovery and gecko feet - Robert Full",Life Sciences,0.731783436,0.098691553,0.43182243,0.184277385
How did feathers evolve? - Carl Zimmer,Life Sciences,0.672777238,0.10890837,0.464240834,0.357526166
Parasite tales: The jewel wasp's zombie slave - Carl Zimmer,Life Sciences,0.736270852,0.12773368,0.455369491,0.301171535
Cicadas: The dormant army beneath your feet - Rose Eveleth,Life Sciences,0.653017871,0.148599339,0.473684943,0.348616495
Why do animals have such different lifespans? - Joao Pedro de Magalhaes,Life Sciences,0.69887801,0.094686759,0.471429455,0.373187621
If superpowers were real: Invisibility - Joy Lin,Life Sciences,0.675296132,0.177047161,0.480625571,0.455827658
How does your body know what time it is? - Marco A. Sotomayor,Life Sciences,0.665341994,0.066746032,0.396551003,0.21346181
Tracking grizzly bears from space - David Laskin,Life Sciences,0.71355357,0.05681975,0.416998174,0.263017567
What is fat? - George Zaidan,Life Sciences,0.691415568,0.136251719,0.42646138,0.32565221
Axolotls are masters of regeneration,Life Sciences,0.627565732,0.139357864,0.456147368,0.317645254
The simple story of photosynthesis and food - Amanda Ooten,Life Sciences,0.725704204,0.146421911,0.54123785,0.42852866
Eli the eel: A mysterious migration - James Prosek,Life Sciences,0.649712657,0.091100053,0.39674642,0.342314324
Music and creativity in Ancient Greece - Tim Hansen,Life Sciences,0.728344607,0.097459766,0.462164512,0.369354199
Mysteries of vernacular: Earwig - Jessica Oreck and Rachael Teel,Life Sciences,0.73835965,0.156601732,0.421479981,0.449720516
Mysteries of vernacular: Window - Jessica Oreck and Rachael Teel,Linguistics,0.780555511,0.1,0.53560837,0.247960558
"Why is there a ""b"" in doubt? - Gina Cooke",Linguistics,0.69516619,0.175943605,0.446638233,0.411880163
Mysteries of vernacular: Sarcophagus - Jessica Oreck and Rachael Teel,Linguistics,0.687257825,0.2,0.530754682,0.406075298
Mysteries of vernacular: Lady - Jessica Oreck and Rachael Teel,Linguistics,0.731948456,0.181818182,0.382668067,0.318358038
Mysteries of vernacular: Yankee - Jessica Oreck and Rachael Teel,Linguistics,0.677157045,0.088981331,0.426630581,0.321654169
Making sense of spelling - Gina Cooke,Linguistics,0.686417206,0.186847407,0.475189081,0.307222369
Mysteries of vernacular: Odd - Jessica Oreck and Rachael Teel,Linguistics,0.643218867,0.157894737,0.474001169,0.43948715
Mysteries of vernacular: Jade - Jessica Oreck and Rachael Teel,Linguistics,0.761839594,0.071428571,0.423357703,0.190769148
A brief history of plural word...s - John McWhorter,Linguistics,0.704459253,0.101743359,0.4255687,0.274592345
How did English evolve? - Kate Gardoqui,Linguistics,0.746510362,0.136280218,0.501719112,0.463425067
Mysteries of vernacular: Miniature - Jessica Oreck,Linguistics,0.75219684,0.076923077,0.384949592,0.277520626
Mysteries of vernacular: Dynamite - Jessica Oreck and Rachael Teel,Linguistics,0.826092249,0.162112193,0.504852671,0.183072105
The race to decode a mysterious language - Susan Lupack,Linguistics,0.671961095,0.109948878,0.423928112,0.209343334
Mysteries of vernacular: Quarantine - Jessica Oreck and Rachael Teel,Linguistics,0.671992114,0.136363636,0.378771018,0.307120781
Mysteries of vernacular: Zero - Jessica Oreck and Rachael Teel,Linguistics,0.685604829,0.123737374,0.485222321,0.368609304
Mysteries of vernacular: Inaugurate - Jessica Oreck,Linguistics,0.843812533,0.111111111,0.456082467,0.383525466
Mysteries of vernacular: Bewilder - Jessica Oreck and Rachael Teel,Linguistics,0.746253895,0.05,0.429818738,0.265758637
Mysteries of vernacular: Venom - Jessica Oreck and Rachael Teel,Linguistics,0.747624413,0.15,0.489470314,0.150750907
Mysteries of vernacular: Gorgeous - Jessica Oreck and Rachael Teel,Linguistics,0.7038817,0.09478022,0.4294964,0.278038975
Mysteries of vernacular: Tuxedo - Jessica Oreck,Linguistics,0.686087335,0.08173913,0.412814688,0.188105754
One of the most difficult words to translate... - Krystian Aparta,Linguistics,0.728065821,0.109516058,0.402129008,0.246907411
Making a TED-Ed Lesson: Visualizing complex ideas,Linguistics,0.687327152,0.140974967,0.460805414,0.328662679
Does grammar matter? - Andreea S. Calude,Linguistics,0.689211516,0.080136286,0.399430131,0.347556171
The true story of 'true' - Gina Cooke,Linguistics,0.653523164,0.110558663,0.411516748,0.312930492
How languages evolve - Alex Gendler,Linguistics,0.677812476,0.143053536,0.462740928,0.312408312
Mysteries of vernacular: Keister - Jessica Oreck and Rachael Teel,Linguistics,0.759546689,0.174101307,0.450198341,0.440966612
Birth of a nickname - John McWhorter,Linguistics,0.628988484,0.073155218,0.360346408,0.200023791
Where do new words come from? - Marcel Danesi,Linguistics,0.677446208,0.06881066,0.393600827,0.256557256
What makes a language... a language? - Martin Hilpert,Linguistics,0.68094746,0.139060854,0.506435037,0.477838281
Mysteries of vernacular: Ukulele - Jessica Oreck and Rachael Teel,Linguistics,0.743117803,0.332894737,0.58947432,0.654852782
Mysteries of vernacular: Fizzle - Jessica Oreck and Rachael Teel,Linguistics,0.754295044,0.352941176,0.552145358,0.316316355
Mysteries of vernacular: Noise - Jessica Oreck,Linguistics,0.715219665,0.175,0.488729149,0.261576073
"Are Elvish, Klingon, Dothraki and Na'vi real languages?",Linguistics,0.714685537,0.020833333,0.351448268,0.20910819
"Why should you read Dante's ""Divine Comedy""? - Sheila Marie Orfano",Literature,0.654209668,0.151364273,0.422464085,0.341942013
Shakespearean dating tips - Anthony John Peters,Literature,0.735143242,0.106683728,0.435637418,0.347240844
The myth of Cupid and Psyche - Brendan Pelsue,Literature,0.660138377,0.088366279,0.394040555,0.20040622
"Everything you need to know to read Homer's ""Odyssey"" - Jill Dash",Literature,0.724061519,0.173174705,0.490551202,0.378670302
The Chinese legend of the butterfly lovers - Lijun Zhang,Literature,0.683000008,0.114912338,0.43840345,0.291505468
The art of the metaphor - Jane Hirshfield,Literature,0.683982183,0.156322787,0.444292853,0.395575244
A refresher on Edgar Allan Poe,Literature,0.747397036,0.101300125,0.396144501,0.395402743
The Princess and the Pea - Read aloud picture book,Literature,0.744137486,0.14713623,0.437857367,0.25908932
The Bear Ate Your Sandwich - Read aloud picture book,Literature,0.720732091,0.11166564,0.451864366,0.295358089
The Very Hungry Caterpillar - Read aloud picture book,Literature,0.736706529,0.134505392,0.421926431,0.175201441
What's the definition of comedy? Banana. - Addison Anderson,Literature,0.687074005,0.094067154,0.41938177,0.284739249
What makes a hero? - Matthew Winkler,Literature,0.686044019,0.182380952,0.439693312,0.325289195
Here Comes Teacher Cat - Read aloud picture book,Literature,0.74236755,0.178511806,0.449316928,0.29747289
Situational irony: The opposite of what you think - Christopher Warner,Literature,0.698999325,0.193617783,0.449710278,0.469268036
"Why should you read Toni Morrison's ""Beloved""? - Yen Pham",Literature,0.642694061,0.079171031,0.411433389,0.212534369
Elbow Grease - Read aloud picture book,Literature,0.76421289,0.076149524,0.412762673,0.127227547
The New Baby by Mercer Mayer - Read aloud book,Literature,0.709376275,0.19015714,0.460757685,0.351766787
The most successful pirate of all time - Dian Murray,Literature,0.699650283,0.133398683,0.464876585,0.316149604
Why should you read Virginia Woolf? - Iseult Gillespie,Literature,0.728573857,0.122187675,0.434937941,0.349820537
In on a secret? That's dramatic irony - Christopher Warner,Literature,0.707951148,0.08995042,0.430525109,0.326995781
"Why should you read James Joyce's ""Ulysses""? - Sam Slote",Literature,0.347429205,0.09251032,0.23093327,0.199187943
What is verbal irony? - Christopher Warner,Literature,0.638122584,0.200580708,0.469395875,0.498586312
"Why should you read ""Macbeth""? - Brendan Pelsue",Literature,0.767836299,0.080918605,0.41207005,0.307910031
"Why should you read Virgil's ""Aeneid""? - Mark Robinson",Literature,0.604212262,0.119103352,0.469064081,0.327373288
The myth of Prometheus - Iseult Gillespie,Literature,0.686099825,0.127145252,0.467492264,0.345529811
The Snowy Day - Read aloud picture book,Literature,0.728363013,0.098106061,0.431397981,0.219667775
My Friend Maggie - Today I learned - Read aloud picture book,Literature,0.723110607,0.045625,0.360661997,0.171827048
Insults by Shakespeare - April Gudenrath,Literature,0.706873833,0.164557957,0.455068216,0.348833231
"Everything you need to know to read ""Frankenstein"" - Iseult Gillespie",Literature,0.668768043,0.140324648,0.419466533,0.338198587
I Like Myself - Children's books read aloud,Literature,0.709661453,0.074074074,0.370612241,0.196994798
A host of heroes - April Gudenrath,Literature,0.679422413,0.209717254,0.511519331,0.416614303
Mining literature for deeper meanings - Amy E. Harter,Literature,0.731505847,0.106484967,0.51002728,0.412904877
I Just Forgot by Mercer Mayer,Literature,0.738588793,0.102478214,0.389115721,0.188551524
There Was an Old Lady Who Swallowed a Fly | Read aloud flip-along book,Literature,0.707176372,0.218371212,0.531631257,0.334206827
An antihero of one's own - Tim Adams,Literature,0.700046267,0.141114335,0.479595695,0.330563478
I Was So Mad by Mercer Mayer - Read aloud book,Literature,0.683258796,0.149623016,0.48262083,0.307499698
How fiction can change reality - Jessica Wise,Literature,0.710954703,0.077430222,0.413903107,0.223695328
"How to write the perfect crime, according to Agatha Christie - Jamie Bernthal",Literature,0.669360057,0.122351519,0.442970741,0.319243593
"Why should you read Tolstoy's ""War and Peace""? - Brendan Pelsue",Literature,0.653762092,0.178530575,0.457424164,0.363219495
"Why should you read ""The God of Small Things"" by Arundhati Roy? - Laura Wright",Literature,0.645600024,0.089575687,0.392053943,0.179471159
Syllables!,Literature & Language,0.798291895,0.127161654,0.485229106,0.392101717
Who am I? A philosophical inquiry - Amy Adkins,Literature & Language,0.677858161,0.08447205,0.406119669,0.245944716
Plurals -s -es | Learn to Spell,Literature & Language,0.661962127,0.103797782,0.434607082,0.233437332
The myth of Pandora's box - Iseult Gillespie,Literature & Language,0.711150964,0.116933242,0.369974811,0.341753177
The tragic myth of Orpheus and Eurydice - Brendan Pelsue,Literature & Language,0.738688238,0.085654231,0.364938526,0.23966732
"Why do we, like, hesitate when we, um, speak? - Lorenzo Garcia-Amaya",Literature & Language,0.657591641,0.127863232,0.479911152,0.347811005
Why should you read Sylvia Plath? - Iseult Gillespie,Literature & Language,0.632759774,0.114591229,0.406106377,0.288208104
How to recognize a dystopia - Alex Gendler,Literature & Language,0.727693454,0.132177545,0.4317174,0.340013135
"See it, say it, sign it | Letter Sounds | ASL Alphabet",Literature & Language,0.836267521,0.107677731,0.478827977,0.254240306
Mysteries of vernacular: Robot - Jessica Oreck and Rachael Teel,Literature & Language,0.626516299,0.084590517,0.361372408,0.099647499
The Road Less Traveled By,Literature & Language,0.68862487,0.126764069,0.441561829,0.263490111
Mysteries of vernacular: Assassin - Jessica Oreck,Literature & Language,0.814745473,0.058823529,0.359288853,0.154584048
Who decides what's in the dictionary? - Ilan Stavans,Literature & Language,0.621730839,0.034776925,0.392692683,0.150365234
Notes of a native son: The world according to James Baldwin - Christina Greer,Literature & Language,0.709174601,0.074832093,0.35659296,0.277225212
Mysteries of vernacular: Pants - Jessica Oreck,Literature & Language,0.786392672,0.067857143,0.379775483,0.168506774
Who speaks Wukchumni? A vanishing Native American language,Literature & Language,0.822555431,0.076684185,0.358740165,0.172729013
How miscommunication happens (and how to avoid it) - Katherine Hampsten,Literature & Language,0.655656318,0.104259942,0.400174602,0.228384653
The spider who couldn't hide,Literature & Language,0.741321813,0.051136364,0.382250677,0.188231817
Speech acts: Constative and performative - Colleen Glenney Boggs,Literature & Language,0.653699308,0.154894227,0.469441636,0.323733669
3 bizarre (and delightful) ancient theories about bird migration - Lucy Cooke,Literature & Language,0.699684498,0.186228481,0.487673284,0.369661775
"Why should you read ""Moby Dick""? - Sascha Morrell",Literature & Language,0.757310866,0.11952611,0.445219003,0.260311526
One of the most banned books of all time - Mollie Godfrey,Literature & Language,0.716522307,0.232933194,0.50289216,0.428772299
Learn to read Chinese ... with ease!,Literature & Language,0.84266172,0.090909091,0.354006077,0.044745418
"Why should you read ""Fahrenheit 451""? - Iseult Gillespie",Literature & Language,0.703575457,0.099949579,0.457883678,0.284527107
Mysteries of vernacular: Clue - Jessica Oreck,Literature & Language,0.674103575,0.149350649,0.441677662,0.425705491
Sticky i | Learn to read | Ci Si and Ti sounds,Literature & Language,0.683244678,0.055246914,0.441033504,0.29249168
The myth of Loki and the master builder - Alex Gendler,Literature & Language,0.651935267,0.114369785,0.454227672,0.262227336
