Title,Category,Questions Average BLEU,Options Average BLEU
Art with Mati and Dada – Hokusai,Visual Arts,0.7444897883122973,0.4890066289684139
When is Thanksgiving?,Social Studies,0,0
The Maya myth of the morning star,Social Studies,0.7143788515696545,0.5346907555977886
What's a conure?,Science & Technology,0.8188619190313593,0.6302439124979828
The last living members of an extinct species - Jan Stejskal,Science & Technology,0.6970657899483974,0.26275786557643277
Can you solve the vampire hunter riddle? - Dan Finkel,Mathematics,0.7204512664752072,0.4766003957361754
The life cycle song,Life Sciences,0.7702637607763682,0.3372462568400354
The princess who rewrote history - Leonora Neville,Social Studies,0.6671013343847761,0.5504013075979763
The distracted mind,Thinking & Learning,0.7392334168403476,0.6707195722018527
Can you outsmart the fallacy that divided a nation? - Elizabeth Cox,Thinking & Learning,0.7116458575419685,0.2959264710209165
"What is Juneteenth, and why is it so important?",Science & Technology,0.7307570538317129,0.5095652605678567
How do blood transfusions work? - Bill Schutt,Science & Technology,0.7219545892156484,0.20011103950667777
Letter vowels - WH and PH | Phonics for kids,Literature & Language,0.7366780788176677,0.49135944891522837
How powerful is the world's biggest battery?,Science & Technology,0.7198725969425271,0.4415902797178707
How do steroids affect your muscles--- and the rest of your body? - Anees Bahji,Health,0.7251300039266754,0.47782797722796877
The value song | Art Songs,Visual Arts,0.7580533337552382,0.4400452383151635
How do you know if you have a virus? - Cella Wright,Health,0.7446647342966293,0.37488726115733967
Living with Less Water,Health,0.7254298230124435,0.5332970986063811
What is society? | US society for children,Civics,0.7989826580252795,0.506772917963535
"Why should you read ""Dune"" by Frank Herbert? - Dan Kwartler",Literature & Language,0.6642083631351127,0.4562341129350922
The life cycle of a neutron star - David Lunney,Science & Technology,0.6722707497727467,0.5886016486626408
How do viruses jump from animals to humans? - Ben Longdon,Health,0.7283812674047055,0.4634691941505481
Why you feel anxious socializing (and what to do about it) - Fallon Goodman,Psychology,0,0
Why humans are so bad at thinking about climate change,"Design, Engineering & Technology",0,0
Can you solve the cheating royal riddle? - Dan Katz,Mathematics,0.6984502021263033,0.9668246622116508
What causes an economic recession? - Richard Coffin,Business & Economics,0.6787340628552101,0.5764941574060115
Who was Nelson Mandela?,Science & Technology,0.7539622772321284,0.6884899443455352
A brief history of dogs - David Ian Howe,Literature & Language,0.7039260098830751,0.5736861100262571
The texture song | Art Songs,Visual Arts,0.7542879712735189,0.6379900643723
The surprising habits of original thinkers - Adam Grant,Thinking & Learning,0,0
The 5 types of text structure,Writing/Composition,0.6633774226404703,0.3947912603582172
Why do we get goose bumps?,Environmental Science,0.6869117932771592,0.5256441887516808
"The ""myth"" of the boiling frog",Science & Technology,0.6785234092138881,0.8676497348883331
Do larger animals take longer to pee? - David L. Hu,Thinking & Learning,0.7024953562817399,0.43371512322397665
Why do bats carry so many diseases? (like coronavirus),Life Sciences,0.67915783916544,0.3498000427979783
What's a smartphone made of? - Kim Preshoff,Science & Technology,0.6992194983518909,0.7949332804411333
How war weakens national immune systems,Health,0.6867327853239684,0.39453645028132395
What causes the phases of the moon?,Health,0.7403879865065892,0.3367795423247827
How turtle shells evolved... twice - Judy Cebra Thomas,Emotional Health,0.7347325465764432,0.41845522457655154
The environmental cost of free two-day shipping,Earth and Space Science,0.743219915210255,0.3591954402316958
"Why should you read Dante's ""Divine Comedy""? - Sheila Marie Orfano",Literature,0.6564734518979668,0.6389502493406576
The myth of Ireland's two greatest warriors - Iseult Gillespie,Anthropology,0.7442773903479688,0.4358942749191349
"Why should you read ""The Joy Luck Club"" by Amy Tan? - Sheila Marie Orfano",Critical Thinking,0.7696800815707686,0.46782820085901716
What would happen if the world went vegetarian?,Emotional Health,0.723342064656219,0.3690616429291925
A day in the life of a Mongolian queen - Anne F. Broadbridge,Social Studies,0.6800933522079032,0.8288459981933707
Epic Engineering: Building the Brooklyn Bridge - Alex Gendler,"Design, Engineering & Technology",0.6425602357354416,0.5308211711390839
Can ketchup clean a penny?,Science & Technology,0.722599860090834,0.7027756502491659
"What ""Machiavellian"" really means - Pazit Cahlon and Alex Gendler",Organization and Time Management,0.7072057555681922,0.2536671983500812
The wildly complex anatomy of a sneaker - Angel Chang,"Design, Engineering & Technology",0.7130170280806525,0.4828220823234714
Is Google killing your memory?,Thinking & Learning,0.6739452833491828,0.38349538427513513
Why cockroaches are so hard to kill,Science & Technology,0.7220431260058672,0.7030124714374087
The art forger who tricked the Nazis - Noah Charney,History,0.7205079904310867,0.34999609142156696
Adding '-ed' | Past tense verbs,Literature & Language,0.7244841191215036,0.7377787833445446
Meat-eating plants,Environmental Science,0.7801787949462037,0.564044368306145
Why bats don't get sick - Arinjay Banerjee,Science & Technology,0.7286417571262807,0.4271266713666136
Myths you learned in health class,Public Health,0.6877110905464915,0.5260294217733803
The amazing effects of gratitude,Thinking & Learning,0.6777468367039059,0.6053249286679756
"Why should you read ""Waiting for Godot""? - Iseult Gillespie",Literature & Language,0.7160709675839778,0.6252918912746128
The archer's paradox in slow motion,Mathematics,0,0
Can you outsmart a troll (by thinking like one)? - Claire Wardle,Science & Technology,0.6977346221476495,0.4336859680550812
The five W's song,Literature & Language,0.758135817088046,0.4583758296878077
"The big-beaked, rock-munching fish that protect coral reefs - Mike Gil",Science & Technology,0.7148516544418068,0.8339489394787561
Are we living in a simulation? - Zohreh Davoudi,Earth and Space Science,0.685461685303206,0.32986863341461187
The accident that changed the world - Allison Ramsey and Mary Staicu,Critical Thinking,0.7206349825343844,1.0
Which is better: Soap or hand sanitizer? - Alex Rosenthal and Pall Thordarson,Public Health,0.6944211271790641,0.2895037914416064
Why is that baby staring at me?,Developmental Psychology,0.7108453521133533,0.4758506321508369
How well do masks work?,Thinking & Learning,0.6658775220040418,0.4211396509208922
The myth of Hercules: 12 labors in 8-bits - Alex Gendler,Literature & Language,0.6998907242461512,0.3347895114286085
Frogsicles: Frozen but still alive,Science & Technology,0.7312841290170675,0.49401674932717476
How feng shui shaped Hong Kong's skyline,"Design, Engineering & Technology",0.7067001916264315,0.3063861565419597
Why is blue so rare in nature?,Science & Technology,0.729590224787612,0.5397861864314274
A brief history of cannibalism - Bill Schutt,Literature & Language,0.6738087259538063,0.708993208008416
Can stereotypes ever be good? - Sheila Marie Orfano and Densho,Psychology,0.6790450320928307,0.29000244266050595
How does chemotherapy work? - Hyunsoo Joshua No,Health,0.6685242742413874,0.6676717590850817
What is a coronavirus? - Elizabeth Cox,Public Health,0.7194244140458211,0.33903224110679897
History through the eyes of a chicken - Chris A. Kniesly,Science & Technology,0.7100044547308458,0.4768190825062348
What is hyperbole?,Literature & Language,0.7053145698269722,0.21547766456076828
Using radioactive drugs to see inside your body - Pedro Brugarolas,Science & Technology,0.7201254513582549,0.34998042627196696
Could we steal the power of a black hole? - Fabio Pacucci,Emotional Health,0.6736219707329393,0.3812350500513511
Newton's three-body problem explained - Fabio Pacucci,Science & Technology,0.6612174825505107,0.22793785615266585
The science of hearing - Douglas L. Oliver,Health,0.7167132998572988,0.5260201540369628
How laser tattoo removal works,Science & Technology,0,0
The first and last king of Haiti - Marlene Daut,History,0.7152250233027942,0.49539283044056237
How friendship affects your brain - Shannon Odell,Psychology,0.7147880185055724,0.46847181797331583
Nature's mood rings: How chameleons really change color,Social Studies,0.7099628063708417,0.5741143998215043
How to tame your wandering mind,Health,0,0
Months of the year song,Mathematics,0.706495034234434,0.577059242616364
Can you solve the alien probe riddle? - Dan Finkel,Mathematics,0.7545329951445107,1.0
Who decides how long a second is? - John Kitching,Science & Technology,0.7075749950899588,0.41587868312856335
Stay in - or leave - a relationship?,Psychology,0.6654958083478569,0.4398798281221931
Make your own secret ink!,Science & Technology,0.7901686879962623,0.2097967930028371
The Very Hungry Caterpillar - Read aloud picture book,Literature,0.7500810556199258,0.7954718101088851
How to make a hexaflexagon,Mathematics,0.6855805443262397,0.6195305796621388
"Why should you read ""Don Quixote""? - Ilan Stavans",Literature & Language,0.6943671853384823,0.3735970442781884
Romance and revolution: The poetry of Pablo Neruda - Ilan Stavans,Health,0.7083748161708889,0.5456524486869564
3 ways to cope with anxiety - Olivia Remes,Thinking & Learning,0,0
Nature's fortress: How cacti keep water in and predators out - Lucas C. Majure,Science & Technology,0.7245706864779329,0.4916752222316442
Can you solve the rogue AI riddle? - Dan Finkel,Mathematics,0.7225134473516143,0.3796579018220346
Can you solve the honeybee riddle? - Dan Finkel,Mathematics,0.6694700409931094,0.667585678526736
Super E (silent E hip hop song for kids),Literature & Language,0.7043365529092611,0.5004723524936834
Did the Amazons really exist? - Adrienne Mayor,Social Studies,0.7013779466262392,0.5130287867167128
"The difference between the United Kingdom, Great Britain and England explained",Social Studies,0.6628802949203985,0.6344888728098051
How QWERTY conquered keyboards,"Design, Engineering & Technology",0.6826507219012167,0.4137967982962718
"What causes panic attacks, and how can you prevent them? - Cindy J. Aaronson",Psychology,0.7791011963409126,0.5724433212306804
There Was an Old Lady Who Swallowed a Fly | Read aloud flip-along book,Literature,0.7513230120194484,0.5891934863716537
Reforestation: Impact on Climate,Science & Technology,0.707242602302433,0.5973210509811481
Learn to read long vowels - AU and AW,Literature & Language,0.7243374472029211,0.4328932046605856
The surprising reason birds sing - Partha P. Mitra,Science & Technology,0.7341735102844325,0.8504295645575486
What Does Lead Poisoning Do To Your Brain?,Public Health,0.7208710611816475,0.5478803469779174
What a conductor actually does on stage,The Arts,0.7237734628158992,0.5001396446248925
The surprising cause of stomach ulcers - Rusha Modi,Life Sciences,0.6818615429053897,0.5212674794653549
Can you solve the riddle and escape Hades? - Dan Finkel,Civics,0.7349082218057732,0.8992244423074892
Ethical dilemma: The burger murders - George Siedel and Christine Ladwig,Thinking & Learning,0.7225666807510053,0.3140642380413577
How did the deepest part of the ocean get so polluted?,Health,0.6828961009600114,0.7002634846447829
What causes insomnia? - Dan Kwartler,Health,0.7311100736116283,0.6487391104050179
Does being cold make you sick?,Social Studies,0.7087740995439061,0.32071812662693233
A simple way to tell insects apart - Anika Hazra,Life Sciences,0.6976051082296449,0.609115222104366
Why some people are more altruistic than others - Abigail Marsh,Psychology,0,0
Are you a giver or a taker? - Adam Grant,Psychology,0,0
A day in the life of an ancient Babylonian business mogul - Soraya Field Fiorio,Social Studies,0.7398320044426451,0.42415591050084905
How squids outsmart their predators - Carly Anne York,Science & Technology,0.7431013265181576,0.4387650668350833
How long will human impacts last? - David Biello,Environmental Science,0.6978065245799043,0.4103329257036588
How did Dracula become the world's most famous vampire? - Stanley Stepanic,History,0,0
Can you solve the killer robo-ants riddle? - Dan Finkel,Mathematics,0.6841049364058736,0.24215616732505324
Can you solve the sea monster riddle? - Dan Finkel,Thinking & Learning,0.7261570826047502,0.157785871691917
Which voting system is the best? - Alex Gendler,Civics,0.7131821774197016,0.28085628452982253
The first humans on Mars,Science & Technology,0,0
French and English gardens,Social Studies,0.676783150359306,0.745546285261449
How do US Supreme Court justices get appointed? - Peter Paccone,Civics,0.7296753633830159,0.3617141313806862
Could the Earth be swallowed by a black hole? - Fabio Pacucci,Science & Technology,0.764639967411759,0.32753346762869734
"Everything you need to know to read ""Frankenstein"" - Iseult Gillespie",Literature,0.6844274008061719,0.4161164975781165
Why do we harvest horseshoe crab blood? - Elizabeth Cox,Life Sciences,0.7248124756059783,0.9688030154654319
Who built Great Zimbabwe? And why? - Breeanna Elliott,History,0.7124783817211539,0.5319582498019573
"Who owns the ""wilderness""? - Elyse Cox",Literature & Language,0.6514342847298895,0.33989604362812187
No one can figure out how eels have sex - Lucy Cooke,Science & Technology,0.6622542675556531,0.6373416941860537
Four billion years of evolution in six minutes - Prosanta Chakrabarty,Earth and Space Science,0.7167220282384406,0.5559954022573639
The Cheerios effect,Science & Technology,0.7126031183628762,0.5703987605358971
The coin flip conundrum - Po-Shen Loh,Mathematics,0.6729320106347702,0.8145694000803463
One day in the coldest village on Earth,Physical Science,0.673556694412499,0.5720751224546025
Secrets of the X chromosome - Robin Ball,Growth & Development,0.6852960763485181,0.22669780773562564
What does this symbol actually mean? - Adrian Treharne,Public Health,0.7300707301606929,0.5480405278377757
Why salt & pepper?,Social Studies,0.6914719419211293,0.6527110326214941
How hormones work,Health,0,0
History vs. Sigmund Freud - Todd Dufresne,Psychology,0.6809039816745772,0.4626066855580536
Candy Corn In Space,Science & Technology,0.6595628688938422,0.5618082319438112
Can you solve the three gods riddle? - Alex Gendler,Critical Thinking,0.6881384674496445,0.2557843300595758
How a single-celled organism almost wiped out life on Earth - Anusuya Willis,Earth and Space Science,0.6650163366708518,0.7335442422550518
How far can we go?,Science & Technology,0.7089761836336768,0.7715247618580314
Is it possible to create a perfect vacuum? - Rolf Landua and Anais Rassat,"Design, Engineering & Technology",0.7109344392639318,0.5340984843349866
How does anesthesia work? - Steven Zheng,Health,0.7303535307636791,0.9797301778750681
The myth of the stolen eyeballs - Nathan D. Horowitz,Health,0.7206456012074244,0.6440835432091163
Why are human bodies asymmetrical? - Leo Q. Wan,Health,0.7119312468360646,0.6523214187264172
When will the next ice age happen? - Lorraine Lisiecki,Science & Technology,0.6866385564054266,0.17934932420257002
A day in the life of a Roman soldier - Robert Garland,History,0.6823949048758521,0.6111092571032365
How computer memory works - Kanawat Senanan,Technology,0.6352431816951432,0.4229252879109661
How do our brains process speech? - Gareth Gaskell,Literature & Language,0.6535340424561361,0.3678026155918808
The poet who painted with his words - Geneviève Emy,Visual Arts,0.7088409613016847,0.48906907932853205
Why Do Dogs Smell Each Other's Butts?,Science & Technology,0.6669167465110555,0.5659959603823566
How to make magnetic slime,Science & Technology,0.6789081013515644,0.6619126000442309
What is the tragedy of the commons? - Nicholas Amendolare,Environmental Science,0.6856033682498586,0.24810148979614363
Can you solve the counterfeit coin riddle? - Jennifer Lu,Data Analysis & Probability,0.6181748261360716,0.4909621915001594
The philosophy of Stoicism - Massimo Pigliucci,History,0.7591512788697776,0.4934087988258109
Is height all in your genes?,Science & Technology,0.682748785918854,0.543765386090848
How the world's longest underwater tunnel was built - Alex Gendler,"Design, Engineering & Technology",0.6915599778541728,0.39212148385930373
The exceptional life of Benjamin Banneker - Rose-Margaret Ekeng-Itua,History,0.7103503445477239,0.6272283488543917
The history of the Cuban Missile Crisis - Matthew A. Jordan,History,0.6872659397490484,0.29985761711197484
How many ways are there to prove the Pythagorean theorem? - Betty Fei,Geometry,0.6419812148748241,0.43453702351327095
How Does it Grow? Hydroponic Spinach,Life Sciences,0.6766358024704049,0.6158880746231451
"When will the next mass extinction occur? - Borths, D'Emic, and Pritchard",Science & Technology,0.6507525085892789,0.6276195354729276
The Case For Andy Warhol,Value of the Arts,0.748702522527205,0.7410656487405984
"The science behind the myth: Homer's ""Odyssey"" - Matt Kaplan",Social Studies,0.7119339399530437,0.09210138990879627
How do we separate the seemingly inseparable? - Iddo Magen,Physical Science,0.7062247560479421,0.5816173886215997
The three different ways mammals give birth - Kate Slabosky,Life Sciences,0.7415112241266878,0.5112115902957882
The tallest lifeforms of all time,Earth and Space Science,0.7089772217457909,0.628591166227946
How often should you get a flu shot? - Melvin Sanicas,Public Health,0.7779271643242109,0.2324800737208304
What is metallic glass? - Ashwini Bharathula,Science & Technology,0.6924657367372744,0.4466500490658021
A Warrior's Cry Against Child Marriage,Social Studies,0.6934057050409377,0.8553821525960851
What can you learn from ancient skeletons? - Farnaz Khatibi,Anthropology,0.700490390186124,0.5753496960928552
7 things we don't know about the ocean,Science & Technology,0,0
What Teachers Make,Teaching & Education,0.7015678530152434,0.37438633116038733
Real life sunken cities - Peter Campbell,Geography,0.716769268841737,0.93299546188444
"What makes something ""Kafkaesque""? - Noah Tavlin",Literature & Language,0.7035283213146448,0.2299629609213511
The Bystander Effect: The science of empathy,Psychology,0.654632194535532,0.5410625489149117
ЩΉӨ BЦIᄂƬ ƬΉΣ PYЯΛMIDƧ,History,0.7023933829174537,0.2214714632520743
Why do we kiss under mistletoe? - Carlos Reif,History,0.6954361083252554,0.6641319416198143
How do cigarettes affect the body? - Krishna Sudhir,Health,0.7220549169344964,0.38971991256869
Is radiation dangerous? - Matt Anticole,Health,0.7285771916384366,0.5503553365935246
How I teach kids to love science - Cesar Harada,Environmental Science,0.6525145115572135,1.0
Why do people join cults? - Janja Lalich,Social Psychology,0.7207470748042105,0.5273269135976728
Can you solve the river crossing riddle? - Lisa Winer,Mathematics,0.6971165019705167,0.26390506527383967
Your words may predict your future mental health,Linguistics,0,0
The threat of invasive species - Jennifer Klos,Environmental Science,0.6449356281244404,0.10325118718561355
Plants Use An Internet Made of Fungus,Earth and Space Science,0.7457790227988121,0.9281676887573675
The Future of Air Travel,"Design, Engineering & Technology",0,0
The science of smog - Kim Preshoff,Environmental Science,0.6822133303376698,0.6444235927188139
How to fly around the world without fuel,"Design, Engineering & Technology",0.7227191385160167,0.3390814506465311
Where are the baby dinosaurs?,Science & Technology,0,0
Is there any truth to the King Arthur legends? - Alan Lupack,Social Studies,0.6955498599973865,0.22099165084105907
How high can you count on your fingers? (Spoiler: much higher than 10) - James Tanton,Mathematics,0.6832312530185173,0.9073156937259595
It's not you. Claw machines are rigged.,"Design, Engineering & Technology",0.6635359293251123,0.44425758435159474
Why do we kiss?,Science & Technology,0.666778478988611,0.5418221058848169
Why can't some people stop fidgeting?,Health,0.6919275601239098,0.47220158192679895
The History of Saint Patrick,Social Studies,0.7565863053430595,0.7161176931911133
The amazing ways plants defend themselves - Valentin Hammoudi,Life Sciences,0.7227243149309104,0.35815624685270564
Why do we itch? - Emma Bryce,Biological Bases of Behavior,0.6953856088376902,0.689977397621909
Riemann's paradox: pi = infinity minus infinity,Mathematics,0,0
Why danger symbols can't last forever,"Design, Engineering & Technology",0.7242402847373144,0.4718058484947577
What is bipolar disorder? - Helen M. Farrell,Medical Conditions,0.7449320488368242,0.4923279639082964
What if everyone jumped at once?,Earth and Space Science,0.6604752295928671,0.7356773180259761
Can plants talk to each other? - Richard Karban,Environmental Science,0.7430695299391197,0.4222516251622328
"How you could get away with murder in Yellowstone's ""Zone of Death""",Social Studies,0.6389368042351706,0.5919374161982209
The amazing life of sand,Earth and Space Science,0.702464916953813,0.21988731755477658
Why is this painting so captivating? - James Earle and Christina Bozsik,The Arts,0.6862414424257162,0.3876389893408688
Does chocolate really lower your blood pressure?,Health,0.6847849810796502,0.5694190429457191
Why all world maps are wrong,Design,0.6401781689043067,0.41292017705231254
How does impeachment work? - Alex Gendler,Civics,0.6985055282940593,0.4006655587354843
How do you get rid of acne?,Health,0,0
Why wasn't the Bill of Rights originally in the US Constitution? - James Coll,History,0.6596644013222974,0.4127924098697779
10 dangerous fashion trends,The Arts,0,0
A shark-deterrent wetsuit (and it's not what you think),The Arts,0,0
How to spot a counterfeit bill - Tien Nguyen,"Design, Engineering & Technology",0.7024015998253301,0.36256440274855406
Which sunscreen should you choose? - Mary Poffenroth,Environmental Science,0.7027227304045797,0.8859400406791567
How mucus keeps us healthy - Katharina Ribbeck,Health,0.7434683275558793,0.4891698579933269
Why are there so many types of apples? - Theresa Doud,Science & Technology,0.6641838448020454,0.7316958227817091
Can you solve the false positive riddle? - Alex Gendler,Mathematics,0.7039444630495943,0.8345682136739626
Cell membranes are way more complicated than you think - Nazzy Pakpour,Life Sciences,0.7381453158374776,0.5193536709480553
Why does your voice change as you get older? - Shaylin A. Schundler,Health,0.8047329354689376,0.3767501409025772
Plato's best (and worst) ideas - Wisecrack,Philosophy,0.7064314788090146,0.5888840961868067
Why doesn't anything stick to Teflon? - Ashwini Bharathula,Science & Technology,0.7901148508721948,0.4480944558290493
The origins of ballet - Jennifer Tortorello and Adrienne Westwood,Nature of Science,0.7434660656992478,0.41997167254175116
Why do our bodies age? - Monica Menesini,Health,0.6407485268449047,0.3607514291366952
How to detect a supernova - Samantha Kuula,"Design, Engineering & Technology",0.727320021227223,0.8571391344013835
NASA at Saturn: Cassini's Grand Finale,Science & Technology,0.7116604431195614,0.8068625036359119
What's the difference between accuracy and precision? - Matt Anticole,"Design, Engineering & Technology",0.7329881159872705,0.2471407557686507
Why Don't Ants Get Stuck In Traffic?,Science & Technology,0.7105105285213547,0.23614160319835492
History vs. Cleopatra - Alex Gendler,History,0.8039251394579157,0.357065446611594
The insanely painful sting of the bullet ant,Science & Technology,0.6544365410790702,0.3851431205375158
What is abstract expressionism? - Sarah Rosenthal,The Arts,0.6706467767795715,0.5464381442284066
The Leap Year Explained,Mathematics,0.7639407787488869,1.0
"Why should you listen to Vivaldi's ""Four Seasons""? - Betsy Schwarm",Performing Arts,0.6656558674556298,0.39708460696373366
Why incompetent people think they're amazing - David Dunning,Social Psychology,0.6785156316128838,0.30258658146434
Why isn't the world covered in poop? - Eleanor Slade and Paul Manning,Life Sciences,0.7233840905503931,0.4113735120645936
How people rationalize fraud - Kelly Richmond Pope,Business & Economics,0.6710678086090087,0.4912209223026084
How interpreters juggle two languages at once - Ewandro Magalhaes,The Arts,0.712925083895578,0.4117825378022283
How Americans got stuck with endless drug commercials,Public Health,0.7060249979641633,0.2584487917543151
The rise and fall of the Berlin Wall - Konrad H. Jarausch,History,0.6779456959420787,0.3007335689650978
Why are manhole covers round? - Marc Chamberland,Mathematics,0.7214741706725767,0.3029356119325312
Can you solve the rebel supplies riddle? - Alex Gendler,Mathematics,0.7007082938851186,0.3041440505283862
What should you listen to when you want to focus?,Psychology,0.6947331323379814,0.3988681312888095
The psychology of accents,Cognition and Learning,0.6500875232386385,0.5711736462399395
The benefits of good posture - Murat Dalkilinç,Health,0.7388878306639945,0.5954383409800841
Why do we hiccup? - John Cameron,Science & Technology,0.7567765857750266,0.46966788146657795
Harry Potter and the translator's nightmare,Literature & Language,0.6192444041274774,0.6876385160798175
What causes constipation? - Heba Shaheed,Health,0.7226955400591535,0.38349254452276316
How do hard drives work? - Kanawat Senanan,"Design, Engineering & Technology",0.714090557063239,0.3057368192622358
The neuroscience of imagination - Andrey Vyshedskiy,Psychology,0.7309169705243609,0.3162523363554994
Can you solve the frog riddle? - Derek Abbott,Psychology,0.5836437570332442,0.9224490049316394
The World's Roundest Object (and Why it Exists),"Design, Engineering & Technology",0,0
How a TV works in slow motion,Science & Technology,0,0
How transistors work - Gokul J. Krishnan,"Design, Engineering & Technology",0.7231316009225421,0.3237269441766517
The science of static electricity - Anuradha Bhagwat,Science & Technology,0.7321384789535487,0.2989635586134211
Why a total solar eclipse is such a big deal,Science & Technology,0.7522793950158785,0.5639381627897382
What is the universe expanding into? - Sajan Saini,Science & Technology,0.6873402451972318,0.2081165974494144
The science of milk - Jonathan J. O'Sullivan,Nutrition,0.7154822376166879,1.0
The math behind Michael Jordan's legendary hang time - Andy Peterson and Zack Patterson,Mathematics,0.7165454939498638,0.2457684139821311
Can you solve the giant cat army riddle? - Dan Finkel,Mathematics,0.7337550566445269,0.8546801513217517
How much of human history is on the bottom of the ocean? - Peter Campbell,Geography,0.741418332579111,0.30949054052209224
The impostor syndrome,Psychology,0.701537227743809,0.5310237039928385
Why do animals have such different lifespans? - Joao Pedro de Magalhaes,Life Sciences,0.7333503380598172,0.350595762733062
4 Logical Paradoxes,Philosophy,0.6746549804608415,0.4905825773959105
How computers translate human language - Ioannis Papachimonas,"Design, Engineering & Technology",0.6476215122585087,0.2652557956370276
How does your body know what time it is? - Marco A. Sotomayor,Life Sciences,0.6479622029923876,0.5033722715285166
What really matters at the end of life | BJ Miller,Health,0,0
Why the metric system matters - Matt Anticole,Measurement,0.6960756409438021,0.42962379475176665
Why do cats act so weird? - Tony Buffington,Nature of Science,0.7313818515841597,0.5067885207220644
Aphasia: The disorder that makes you lose your words - Susan Wortman-Jutt,Medical Conditions,0.6735316870075824,0.5591519009370558
How menstruation works - Emma Bryce,Health,0.6777090673790841,0.5144598274263028
Did ancient Troy really exist? - Einav Zamir Dembin,Social Psychology,0.6946466245059668,0.642239546556496
The Psychology of Listicles,Psychology,0.7135890899776671,0.9783519846435642
What causes bad breath? - Mel Rosenberg,Health,0.7423987641477204,0.7163184875420117
Will the ocean ever run out of fish? - Ayana Elizabeth Johnson and Jennifer Jacquet,Environmental Science,0.7350638165950235,0.9716400763813542
Can you solve the egg drop riddle? - Yossi Elran,Mathematics,0.701037226058514,0.9653697038237816
Are Deodorants Bad For You?,Health,0.6946177682075539,0.2758764187980242
Are Boys Smarter Than Girls?,Thinking & Learning,0.6147811847120723,0.29115353941719035
"Why is Vermeer's ""Girl with the Pearl Earring"" considered a masterpiece? - James Earle",Visual Arts,0.7239386047421871,0.23866763278351746
The oldest living things in the world,Literature & Language,0.7058128826200489,0.49445216554052107
The pleasure of poetic pattern - David Silverstein,Literature & Language,0.7421589356852166,0.3570410904115645
Friendship & vulnerability,Psychology,0.686503435338307,0.6235738877462335
Can you solve the buried treasure riddle? - Daniel Griller,Mathematics,0.6751214482998821,1.0
The incredible collaboration behind the International Space Station - Tien Nguyen,"Design, Engineering & Technology",0.7227326573305954,0.6888491905330606
What's the big deal with gluten? - William D. Chey,Health,0.8214416496015338,0.5012500196218261
How many verb tenses are there in English? - Anna Ananichuk,Writing/Composition,0.7279597647336822,0.48424519219706674
How do geckos defy gravity? - Eleanor Nelsen,Science & Technology,0.7042810123866554,0.45433499279333367
Why is being scared so fun? - Margee Kerr,Psychology,0.6982820638547985,0.6555463878500041
How to make your writing suspenseful - Victoria Smith,Writing/Composition,0.719254733056912,0.45703751948910776
The mathematics of sidewalk illusions - Fumiko Futamura,Visual Arts,0.7141949718604551,0.43701091554139754
What's the ultimate campfire fuel?,Physical Science,0.7328859420888739,0.5617231675669233
Can you solve the virus riddle? - Lisa Winer,Problem Solving,0.7398547958436653,0.8742797392875012
Is there a reproducibility crisis in science? - Matt Anticole,Science & Technology,0.7348911676418721,0.2489312741598156
Time: the history & future of everything,Science & Technology,0.6981018745863823,0.30736412352986303
Why the ocean is getting louder,Science & Technology,0.6214899139714584,0.16820088227152066
The surprising link between stress and memory - Elizabeth Cox,Literature & Language,0.7288432097504065,0.41299653844067014
When is water safe to drink? - Mia Nacamulli,Health,0.6750678617944559,0.5124673628357945
Want to survive a hurricane? Think like a tree...,"Design, Engineering & Technology",0.707048921990688,0.401425716915651
The Most Radioactive Places on Earth,Health,0.7161067394573376,0.7031207959714065
The psychology of narcissism - W. Keith Campbell,Health,0.7324105119407782,0.5073216828228243
Can you solve the control room riddle? - Dennis Shasha,Mathematics,0.7026207386482797,0.4434947253838587
What can you learn from ancient poop?,Science & Technology,0.6908900068128474,0.5762392859491243
The surprising (and invisible) signatures of sea creatures - Kakani Katija,Earth and Space Science,0.6930649908250374,0.4830516729024004
Cannibalism in the animal kingdom - Bill Schutt,Life Sciences,0.6684198556874541,0.2560180425129367
Stroke of insight - Jill Bolte Taylor,Medical Conditions,0,0
A curable condition that causes blindness - Andrew Bastawrous,Health,0.6485293117646755,0.8010625210817116
Where does the smell of rain come from?,Science & Technology,0.6281418715195045,0.26625685843943697
The real history of Cinco de Mayo,Social Studies,0.707670750753016,0.39386511074259345
"Solid, liquid, gas and … plasma? - Michael Murillo",Science & Technology,0.7426476212119038,0.5242600915000177
Does my dog know what I'm thinking?,"Consciousness, Sensation and Perception",0.7120626334067179,0.4898034477351845
How your muscular system works - Emma Bryce,Life Sciences,0.7586198120074157,0.46332199101984883
How Different Diseases Make You Smell,Health,0.6949949471995506,0.7153245027157373
The ferocious predatory dinosaurs of Cretaceous Sahara - Nizar Ibrahim,Life Sciences,0.6602202411919111,0.4946275408445449
Are You A Classical Or Romantic Voter?,Civics,0.7534123519272011,0.28778340057470564
Mammoths vs. Mastodons: what's the criteria for de-extinction?,Science & Technology,0.6845610532348688,0.8595169406877746
Dr. Sally Ride on Dumb Questions,Social Studies,0.7554364706823911,0.5317427616977412
The backwards brain bicycle: un-doing understanding,Thinking & Learning,0.7281612328774069,0.3345945438937026
Can you solve the airplane riddle? - Judd A. Schorr,Mathematics,0.7177394870661986,0.42067434131224435
